922583,Europe,Monaco,Vegetables,Online
922593,Central America and the Caribbean,Panama,Clothes,Online
922603,North America,United States of America,Clothes,Online
922613,Central America and the Caribbean,Saint Vincent and the Grenadines,Snacks,Online
922623,Sub-Saharan Africa,Angola,Baby Food,Online
922633,Central America and the Caribbean,Antigua and Barbuda ,Fruits,Offline
922643,North America,United States of America,Fruits,Offline
922653,Asia,Tajikistan,Office Supplies,Offline
922663,Australia and Oceania,Tuvalu,Beverages,Online
922673,Asia,Uzbekistan,Household,Online
922683,Sub-Saharan Africa,Guinea-Bissau,Office Supplies,Offline
922693,Europe,Ireland,Office Supplies,Online
922703,Sub-Saharan Africa,Botswana,Beverages,Offline
922713,Central America and the Caribbean,Panama,Beverages,Online
922723,Europe,San Marino,Beverages,Offline
922733,Sub-Saharan Africa,Burkina Faso,Meat,Online
922743,Australia and Oceania,New Zealand,Clothes,Online
922753,Europe,Belarus,Personal Care,Online
922763,Sub-Saharan Africa,Uganda,Clothes,Online
922773,Middle East and North Africa,Yemen,Meat,Offline
922783,Asia,Philippines,Cosmetics,Online
922793,Europe,Iceland,Personal Care,Online
922209,Australia and Oceania,Marshall Islands,Household,Offline
922219,Australia and Oceania,Tuvalu,Baby Food,Offline
922229,Europe,Romania,Cosmetics,Online
922239,Asia,Sri Lanka,Fruits,Offline
922249,Sub-Saharan Africa,South Sudan,Cosmetics,Online
922259,Asia,Bangladesh,Meat,Offline
922269,Australia and Oceania,Nauru,Snacks,Offline
922279,Europe,Poland,Fruits,Offline
922289,Europe,San Marino,Household,Online
922299,Middle East and North Africa,Syria,Clothes,Offline
922309,Middle East and North Africa,Qatar,Beverages,Offline
922319,Middle East and North Africa,Algeria,Vegetables,Offline
922329,Australia and Oceania,Tuvalu,Beverages,Offline
922339,Australia and Oceania,Palau,Vegetables,Offline
922349,North America,Mexico,Cereal,Offline
922359,Europe,Norway,Cosmetics,Online
922369,Sub-Saharan Africa,Benin,Household,Online
922379,Europe,Lithuania,Cosmetics,Offline
922389,Middle East and North Africa,Afghanistan,Cereal,Offline
922399,Central America and the Caribbean,Guatemala,Personal Care,Offline
922409,Sub-Saharan Africa,The Gambia,Household,Online
922419,Sub-Saharan Africa,Namibia,Beverages,Online
922429,Europe,Austria,Clothes,Online
922439,Sub-Saharan Africa,Seychelles ,Vegetables,Offline
922449,Europe,United Kingdom,Household,Offline
922459,Europe,Serbia,Vegetables,Offline
922469,Middle East and North Africa,Pakistan,Clothes,Offline
922479,Europe,Russia,Cosmetics,Offline
922489,Middle East and North Africa,Jordan,Office Supplies,Offline
922499,Central America and the Caribbean,Haiti,Cosmetics,Offline
922509,Middle East and North Africa,Lebanon,Beverages,Offline
922519,Sub-Saharan Africa,Burundi,Clothes,Offline
922529,Asia,India,Personal Care,Offline
922539,Europe,Romania,Cosmetics,Online
922549,Europe,Romania,Beverages,Offline
922559,Sub-Saharan Africa,Ethiopia,Beverages,Offline
922569,Europe,Armenia,Cereal,Online
922579,Europe,Belgium,Cosmetics,Offline
922589,Middle East and North Africa,Yemen,Meat,Online
922599,Sub-Saharan Africa,Zambia,Vegetables,Online
922609,Middle East and North Africa,Lebanon,Personal Care,Offline
922619,Europe,Greece,Snacks,Offline
922629,Sub-Saharan Africa,Seychelles ,Meat,Offline
922639,Europe,Moldova ,Snacks,Offline
922649,Asia,Indonesia,Clothes,Offline
922659,Sub-Saharan Africa,Togo,Beverages,Offline
922669,Europe,Spain,Household,Offline
922679,Central America and the Caribbean,Antigua and Barbuda ,Cosmetics,Offline
922689,Asia,Indonesia,Meat,Offline
922699,Middle East and North Africa,Egypt,Cosmetics,Offline
922709,Europe,Malta,Household,Online
922719,Europe,Vatican City,Cereal,Online
922729,Europe,Netherlands,Office Supplies,Offline
922739,Europe,Luxembourg,Vegetables,Offline
922749,Sub-Saharan Africa,Swaziland,Fruits,Offline
922759,Central America and the Caribbean,Grenada,Fruits,Offline
922769,Europe,Vatican City,Office Supplies,Offline
922779,Sub-Saharan Africa,Sudan,Fruits,Offline
922789,Asia,Vietnam,Fruits,Online
922799,Asia,India,Meat,Online
922210,Asia,Taiwan,Cosmetics,Offline
922220,Central America and the Caribbean,Costa Rica,Cosmetics,Online
922230,Sub-Saharan Africa,The Gambia,Clothes,Online
922240,Asia,Cambodia,Baby Food,Offline
922250,Australia and Oceania,Nauru,Clothes,Offline
922260,Europe,Liechtenstein,Meat,Offline
922270,Europe,Russia,Meat,Online
922280,Europe,Switzerland,Snacks,Online
922290,Asia,Sri Lanka,Vegetables,Offline
922300,Asia,Taiwan,Office Supplies,Online
922310,Central America and the Caribbean,Panama,Personal Care,Online
922320,Asia,Bhutan,Household,Offline
922330,Sub-Saharan Africa,Niger,Personal Care,Offline
922340,Australia and Oceania,Palau,Snacks,Online
922350,Europe,Slovenia,Clothes,Offline
922360,Sub-Saharan Africa,Guinea,Fruits,Offline
922370,Europe,Italy,Vegetables,Online
922380,Middle East and North Africa,Kuwait,Vegetables,Online
922390,Europe,Belgium,Clothes,Online
922400,Asia,Indonesia,Office Supplies,Online
922410,Asia,Bhutan,Fruits,Online
922420,Asia,Kyrgyzstan,Snacks,Online
922430,Europe,Belgium,Vegetables,Online
922440,Asia,Kyrgyzstan,Snacks,Online
922450,Australia and Oceania,Federated States of Micronesia,Cosmetics,Online
922460,Sub-Saharan Africa,Mauritania,Beverages,Offline
922470,Sub-Saharan Africa,Eritrea,Fruits,Offline
922480,Asia,Nepal,Fruits,Offline
922490,Europe,Portugal,Snacks,Offline
922500,Sub-Saharan Africa,Cape Verde,Vegetables,Offline
922510,Sub-Saharan Africa,Swaziland,Fruits,Online
922520,Europe,Kosovo,Meat,Online
922530,Sub-Saharan Africa,Madagascar,Beverages,Online
922540,Australia and Oceania,Palau,Baby Food,Online
922550,Australia and Oceania,Solomon Islands,Cereal,Offline
922560,Middle East and North Africa,Jordan,Fruits,Offline
922570,Middle East and North Africa,Libya,Fruits,Online
922580,Sub-Saharan Africa,Seychelles ,Personal Care,Online
922590,Middle East and North Africa,United Arab Emirates,Personal Care,Offline
922600,Sub-Saharan Africa,Gabon,Fruits,Offline
922610,Australia and Oceania,Fiji,Meat,Online
922620,Central America and the Caribbean,Saint Lucia,Clothes,Offline
922630,Australia and Oceania,Vanuatu,Vegetables,Offline
922640,Europe,Czech Republic,Vegetables,Offline
922650,Middle East and North Africa,Saudi Arabia,Meat,Offline
922660,Central America and the Caribbean,Barbados,Vegetables,Offline
922670,Europe,Malta,Fruits,Online
922680,Middle East and North Africa,Algeria,Cosmetics,Online
922690,Europe,Georgia,Beverages,Online
922700,Sub-Saharan Africa,Sierra Leone,Cereal,Offline
922710,Sub-Saharan Africa,Madagascar,Beverages,Online
922720,Europe,Slovenia,Meat,Online
922730,North America,Mexico,Personal Care,Offline
922740,Sub-Saharan Africa,Malawi,Clothes,Online
922750,Europe,Hungary,Fruits,Offline
922760,Central America and the Caribbean,Dominica,Cosmetics,Online
922770,Asia,South Korea,Fruits,Offline
922780,Central America and the Caribbean,Jamaica,Baby Food,Online
922790,Europe,Italy,Beverages,Offline
922800,Sub-Saharan Africa,Cape Verde,Clothes,Online
922801,Middle East and North Africa,Israel,Meat,Offline
922211,Central America and the Caribbean,Jamaica,Household,Offline
922221,Australia and Oceania,Vanuatu,Clothes,Offline
922231,Europe,Norway,Meat,Online
922241,Australia and Oceania,New Zealand,Snacks,Offline
922251,Sub-Saharan Africa,Eritrea,Meat,Online
922261,Europe,Albania,Clothes,Offline
922271,Europe,Andorra,Beverages,Online
922281,Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Offline
922291,Sub-Saharan Africa,Niger,Fruits,Online
922301,Asia,Myanmar,Office Supplies,Online
922311,Middle East and North Africa,Lebanon,Household,Offline
922321,Middle East and North Africa,Algeria,Snacks,Online
922331,Middle East and North Africa,Azerbaijan,Household,Offline
922341,Sub-Saharan Africa,Cape Verde,Meat,Offline
922351,Europe,Serbia,Meat,Offline
922361,Europe,Spain,Personal Care,Offline
922371,Australia and Oceania,New Zealand,Meat,Offline
922381,Europe,Finland,Personal Care,Online
922391,Europe,Hungary,Cereal,Offline
922401,Asia,Bhutan,Snacks,Online
922411,Europe,Slovakia,Personal Care,Online
922421,Europe,Andorra,Household,Offline
922431,Asia,Singapore,Fruits,Online
922441,Australia and Oceania,Fiji,Vegetables,Online
922451,Australia and Oceania,Tuvalu,Personal Care,Offline
922461,Sub-Saharan Africa,Gabon,Fruits,Online
922471,Australia and Oceania,Marshall Islands,Clothes,Online
922481,Europe,Vatican City,Snacks,Offline
922491,Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online
922501,Asia,China,Vegetables,Online
922511,Asia,Turkmenistan,Fruits,Offline
922521,Asia,India,Cereal,Online
922531,Australia and Oceania,Kiribati,Vegetables,Offline
922541,Europe,Czech Republic,Office Supplies,Online
922551,Australia and Oceania,East Timor,Household,Offline
922561,Sub-Saharan Africa,Central African Republic,Clothes,Offline
922571,Sub-Saharan Africa,South Sudan,Personal Care,Online
922581,Australia and Oceania,East Timor,Office Supplies,Offline
922591,Central America and the Caribbean,Belize,Meat,Online
922601,Sub-Saharan Africa,Lesotho,Clothes,Offline
922611,Sub-Saharan Africa,Liberia,Snacks,Online
922621,Asia,Kyrgyzstan,Cereal,Online
922631,Europe,Cyprus,Clothes,Offline
922641,North America,Greenland,Clothes,Offline
922651,Australia and Oceania,Kiribati,Household,Online
922661,Australia and Oceania,Tuvalu,Cereal,Offline
922671,Europe,Macedonia,Baby Food,Offline
922681,Middle East and North Africa,Lebanon,Office Supplies,Online
922691,Central America and the Caribbean,Antigua and Barbuda ,Baby Food,Online
922701,Australia and Oceania,Nauru,Cosmetics,Offline
922711,Asia,Tajikistan,Cereal,Offline
922721,Asia,Indonesia,Household,Offline
922731,Sub-Saharan Africa,Uganda,Meat,Online
922741,Middle East and North Africa,Morocco,Cosmetics,Online
922751,Sub-Saharan Africa,Burkina Faso,Clothes,Offline
922761,Europe,Andorra,Cereal,Online
922771,Middle East and North Africa,Qatar,Baby Food,Online
922781,Asia,Bhutan,Clothes,Offline
922791,Europe,Estonia,Household,Online
922205,Europe,San Marino,Cereal,Offline
922215,Sub-Saharan Africa,Ethiopia,Snacks,Online
922225,Australia and Oceania,Australia,Household,Offline
922235,Middle East and North Africa,Libya,Fruits,Online
922245,Asia,Myanmar,Cosmetics,Online
922255,Europe,Armenia,Vegetables,Offline
922265,Sub-Saharan Africa,Guinea,Beverages,Offline
922275,Sub-Saharan Africa,The Gambia,Office Supplies,Offline
922285,Sub-Saharan Africa,Equatorial Guinea,Vegetables,Online
922295,Europe,Macedonia,Clothes,Online
922305,Sub-Saharan Africa,Kenya,Household,Online
922315,Asia,Kazakhstan,Clothes,Online
922325,Sub-Saharan Africa,Burkina Faso,Vegetables,Online
922335,Europe,Luxembourg,Household,Offline
922345,Middle East and North Africa,Morocco,Household,Online
922355,Europe,Bosnia and Herzegovina,Beverages,Online
922365,Middle East and North Africa,Azerbaijan,Baby Food,Offline
922375,Europe,Sweden,Beverages,Online
922385,Europe,Bosnia and Herzegovina,Household,Offline
922395,Sub-Saharan Africa,Liberia,Beverages,Offline
922405,Europe,Moldova ,Baby Food,Offline
922415,Australia and Oceania,Federated States of Micronesia,Fruits,Online
922425,Europe,Croatia,Office Supplies,Offline
922435,Sub-Saharan Africa,Gabon,Fruits,Online
922445,Sub-Saharan Africa,Eritrea,Cosmetics,Offline
922455,Australia and Oceania,Tuvalu,Vegetables,Online
922465,Europe,Slovakia,Household,Offline
922475,Europe,Netherlands,Clothes,Online
922485,Europe,Finland,Cosmetics,Online
922495,Sub-Saharan Africa,Tanzania,Baby Food,Online
922505,Asia,Maldives,Cereal,Online
922515,Asia,Taiwan,Fruits,Offline
922525,Europe,Serbia,Snacks,Offline
922535,Sub-Saharan Africa,Tanzania,Beverages,Online
922545,Europe,Denmark,Personal Care,Offline
922555,Asia,Brunei,Office Supplies,Offline
922565,Europe,Luxembourg,Snacks,Offline
922575,Middle East and North Africa,Tunisia ,Baby Food,Online
922585,Europe,Spain,Snacks,Offline
922595,Europe,Italy,Baby Food,Offline
922605,Europe,Ireland,Beverages,Offline
922615,Middle East and North Africa,Libya,Snacks,Online
922625,Sub-Saharan Africa,Niger,Meat,Online
922635,Europe,Slovakia,Clothes,Offline
922645,Central America and the Caribbean,Saint Lucia,Beverages,Online
922655,Asia,Cambodia,Fruits,Online
922665,Central America and the Caribbean,Dominica,Meat,Online
922675,Central America and the Caribbean,Belize,Meat,Online
922685,Europe,Netherlands,Personal Care,Offline
922695,Australia and Oceania,Fiji,Beverages,Online
922705,Asia,Bangladesh,Meat,Online
922715,Sub-Saharan Africa,South Sudan,Snacks,Offline
922725,Asia,Indonesia,Personal Care,Online
922735,Middle East and North Africa,Kuwait,Household,Offline
922745,Europe,Denmark,Cosmetics,Online
922755,Sub-Saharan Africa,Angola,Household,Offline
922765,Sub-Saharan Africa,Benin,Household,Online
922775,Asia,Kyrgyzstan,Fruits,Online
922785,Sub-Saharan Africa,Mozambique,Vegetables,Online
922795,Middle East and North Africa,Iran,Household,Offline
922802,Central America and the Caribbean,Cuba,Office Supplies,Online
922212,Central America and the Caribbean,Barbados,Beverages,Online
922222,Sub-Saharan Africa,The Gambia,Snacks,Offline
922232,Europe,Norway,Household,Offline
922242,Middle East and North Africa,Somalia,Cosmetics,Offline
922252,Australia and Oceania,Palau,Baby Food,Online
922262,Sub-Saharan Africa,Equatorial Guinea,Vegetables,Online
922272,Sub-Saharan Africa,Swaziland,Vegetables,Offline
922282,Asia,India,Household,Online
922292,Asia,Bangladesh,Beverages,Online
922302,Sub-Saharan Africa,Zambia,Office Supplies,Online
922312,Asia,Myanmar,Fruits,Online
922322,Middle East and North Africa,Afghanistan,Cereal,Online
922332,Australia and Oceania,East Timor,Meat,Offline
922342,Europe,Vatican City,Beverages,Online
922352,Europe,Belarus,Cosmetics,Online
922362,Sub-Saharan Africa,Namibia,Fruits,Offline
922372,Australia and Oceania,Solomon Islands,Meat,Online
922382,Sub-Saharan Africa,Nigeria,Office Supplies,Offline
922392,Sub-Saharan Africa,The Gambia,Beverages,Offline
922402,Europe,Estonia,Snacks,Offline
922412,Europe,Macedonia,Household,Online
922422,Asia,Singapore,Snacks,Offline
922432,Sub-Saharan Africa,Equatorial Guinea,Cosmetics,Online
922442,Sub-Saharan Africa,Zimbabwe,Household,Offline
922452,Europe,Slovenia,Clothes,Offline
922462,Central America and the Caribbean,The Bahamas,Clothes,Online
922472,Europe,Romania,Clothes,Online
922482,Sub-Saharan Africa,Mauritius ,Office Supplies,Online
922492,Europe,Norway,Meat,Offline
922502,Europe,Portugal,Cereal,Online
922512,Middle East and North Africa,Morocco,Vegetables,Offline
922522,Europe,Austria,Beverages,Online
922532,North America,Greenland,Personal Care,Online
922542,Asia,Laos,Office Supplies,Online
922552,Middle East and North Africa,Morocco,Household,Offline
922562,Central America and the Caribbean,Cuba,Beverages,Online
922572,Asia,Brunei,Snacks,Offline
922582,Central America and the Caribbean,Haiti,Household,Online
922592,Sub-Saharan Africa,Democratic Republic of the Congo,Meat,Online
922602,Australia and Oceania,Marshall Islands,Cereal,Offline
922612,Asia,Tajikistan,Baby Food,Offline
922622,Europe,Georgia,Meat,Offline
922632,Australia and Oceania,Tuvalu,Household,Offline
922642,Central America and the Caribbean,Nicaragua,Fruits,Offline
922652,Asia,Sri Lanka,Snacks,Offline
922662,North America,Mexico,Household,Offline
922672,Middle East and North Africa,Yemen,Snacks,Online
922682,Sub-Saharan Africa,Sudan,Cereal,Offline
922692,Middle East and North Africa,Saudi Arabia,Baby Food,Offline
922702,Europe,Moldova ,Beverages,Online
922712,Sub-Saharan Africa,Malawi,Clothes,Online
922722,Australia and Oceania,New Zealand,Office Supplies,Offline
922732,Sub-Saharan Africa,Ethiopia,Office Supplies,Offline
922742,Middle East and North Africa,United Arab Emirates,Baby Food,Online
922752,Sub-Saharan Africa,Rwanda,Fruits,Offline
922762,Asia,Sri Lanka,Beverages,Offline
922772,Sub-Saharan Africa,Swaziland,Household,Offline
922782,Europe,Austria,Household,Online
922792,Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Offline
922206,Sub-Saharan Africa,Uganda,Office Supplies,Online
922216,Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Online
922226,Europe,Denmark,Personal Care,Offline
922236,Sub-Saharan Africa,Madagascar,Cosmetics,Offline
922246,Middle East and North Africa,Algeria,Clothes,Online
922256,Sub-Saharan Africa,Djibouti,Meat,Online
922266,Asia,Vietnam,Cosmetics,Online
922276,Middle East and North Africa,Saudi Arabia,Fruits,Online
922286,Asia,Nepal,Cosmetics,Online
922296,Asia,Maldives,Snacks,Online
922306,Sub-Saharan Africa,Kenya,Cosmetics,Offline
922316,Asia,North Korea,Personal Care,Offline
922326,Australia and Oceania,Tonga,Office Supplies,Offline
922336,Australia and Oceania,Fiji,Clothes,Online
922346,Europe,Slovakia,Vegetables,Offline
922356,Europe,Sweden,Clothes,Offline
922366,Asia,Malaysia,Fruits,Offline
922376,North America,Mexico,Beverages,Offline
922386,Europe,Ukraine,Meat,Online
922396,Sub-Saharan Africa,Nigeria,Personal Care,Online
922406,Central America and the Caribbean,Grenada,Meat,Online
922416,Middle East and North Africa,Bahrain,Cosmetics,Online
922426,Asia,Taiwan,Office Supplies,Online
922436,Europe,Bosnia and Herzegovina,Snacks,Online
922446,Sub-Saharan Africa,Niger,Clothes,Offline
922456,Asia,Kazakhstan,Cereal,Online
922466,North America,Greenland,Clothes,Offline
922476,Middle East and North Africa,Azerbaijan,Fruits,Online
922486,Asia,Bhutan,Snacks,Offline
922496,Europe,Monaco,Household,Offline
922506,Asia,India,Vegetables,Offline
922516,Central America and the Caribbean,Saint Lucia,Personal Care,Online
922526,Europe,Ireland,Personal Care,Offline
922536,Central America and the Caribbean,Cuba,Office Supplies,Online
922546,Sub-Saharan Africa,Rwanda,Beverages,Offline
922556,Asia,Cambodia,Meat,Offline
922566,Middle East and North Africa,Kuwait,Personal Care,Offline
922576,Sub-Saharan Africa,Equatorial Guinea,Fruits,Offline
922586,Middle East and North Africa,Qatar,Cereal,Offline
922596,Europe,United Kingdom,Snacks,Online
922606,Sub-Saharan Africa,Republic of the Congo,Clothes,Offline
922616,Middle East and North Africa,Algeria,Snacks,Online
922626,Europe,Monaco,Snacks,Offline
922636,Europe,Lithuania,Vegetables,Online
922646,Middle East and North Africa,Iran,Clothes,Offline
922656,Asia,Maldives,Beverages,Offline
922666,Sub-Saharan Africa,Comoros,Clothes,Offline
922676,Australia and Oceania,Fiji,Clothes,Online
922686,Sub-Saharan Africa,Namibia,Fruits,Online
922696,Sub-Saharan Africa,The Gambia,Vegetables,Offline
922706,Europe,Bulgaria,Household,Offline
922716,Europe,Estonia,Snacks,Offline
922726,Australia and Oceania,Fiji,Cosmetics,Offline
922736,Europe,Norway,Clothes,Online
922746,Europe,San Marino,Fruits,Offline
922756,Sub-Saharan Africa,South Sudan,Fruits,Offline
922766,Sub-Saharan Africa,Djibouti,Cosmetics,Online
922776,Europe,Latvia,Beverages,Offline
922786,Europe,Russia,Vegetables,Online
922796,Sub-Saharan Africa,Madagascar,Beverages,Online
922208,Sub-Saharan Africa,Zambia,Baby Food,Offline
922218,Central America and the Caribbean,Panama,Cereal,Offline
922228,Central America and the Caribbean,Belize,Fruits,Online
922238,Sub-Saharan Africa,Mali,Snacks,Online
922248,Sub-Saharan Africa,Cape Verde,Clothes,Offline
922258,Sub-Saharan Africa,Niger,Snacks,Online
922268,Asia,Maldives,Household,Online
922278,Europe,Switzerland,Meat,Online
922288,Europe,Slovakia,Office Supplies,Online
922298,Central America and the Caribbean,Guatemala,Fruits,Offline
922308,Sub-Saharan Africa,Republic of the Congo,Office Supplies,Offline
922318,Sub-Saharan Africa,Zambia,Vegetables,Online
922328,North America,Mexico,Beverages,Offline
922338,Middle East and North Africa,Lebanon,Cereal,Offline
922348,Sub-Saharan Africa,Eritrea,Vegetables,Online
922358,Middle East and North Africa,Turkey,Beverages,Online
922368,Asia,Philippines,Beverages,Offline
922378,Sub-Saharan Africa,Sierra Leone,Cosmetics,Online
922388,Europe,Liechtenstein,Cosmetics,Online
922398,Sub-Saharan Africa,Malawi,Cosmetics,Offline
922408,Europe,Macedonia,Fruits,Offline
922418,Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online
922428,Australia and Oceania,Marshall Islands,Personal Care,Online
922438,Sub-Saharan Africa,Liberia,Household,Offline
922448,Sub-Saharan Africa,Ethiopia,Personal Care,Offline
922458,Europe,Lithuania,Baby Food,Online
922468,Central America and the Caribbean,Honduras,Meat,Online
922478,Europe,San Marino,Vegetables,Offline
922488,Europe,Estonia,Household,Offline
922498,Sub-Saharan Africa,Lesotho,Cosmetics,Offline
922508,Sub-Saharan Africa,Burkina Faso,Meat,Offline
922518,Asia,Sri Lanka,Snacks,Offline
922528,Europe,Moldova ,Fruits,Offline
922538,Middle East and North Africa,Saudi Arabia,Household,Offline
922548,Europe,Hungary,Office Supplies,Offline
922558,Australia and Oceania,Kiribati,Beverages,Offline
922568,Europe,Armenia,Cosmetics,Online
922578,Asia,Bhutan,Baby Food,Online
922588,Australia and Oceania,Federated States of Micronesia,Baby Food,Online
922598,Middle East and North Africa,Morocco,Vegetables,Offline
922608,Middle East and North Africa,Afghanistan,Cereal,Online
922618,Europe,France,Cosmetics,Offline
922628,Sub-Saharan Africa,Angola,Beverages,Offline
922638,Middle East and North Africa,Israel,Snacks,Online
922648,Europe,Albania,Snacks,Online
922658,Europe,Switzerland,Clothes,Offline
922668,Sub-Saharan Africa,Gabon,Cereal,Offline
922678,Asia,Singapore,Cosmetics,Online
922688,Sub-Saharan Africa,Togo,Cereal,Online
922698,Sub-Saharan Africa,Eritrea,Meat,Online
922708,Europe,Serbia,Cereal,Online
922718,Middle East and North Africa,Oman,Cereal,Offline
922728,Europe,Austria,Personal Care,Offline
922738,Europe,Belgium,Fruits,Offline
922748,Asia,Philippines,Clothes,Offline
922758,Sub-Saharan Africa,Guinea-Bissau,Office Supplies,Online
922768,Sub-Saharan Africa,Cameroon,Cereal,Online
922778,Europe,Moldova ,Clothes,Offline
922788,Sub-Saharan Africa,Rwanda,Snacks,Online
922798,Asia,Indonesia,Clothes,Online
922207,Middle East and North Africa,Libya,Vegetables,Offline
922217,Europe,Belgium,Fruits,Online
922227,Europe,Monaco,Household,Online
922237,Asia,Mongolia,Cereal,Online
922247,Australia and Oceania,Papua New Guinea,Personal Care,Online
922257,Asia,Laos,Fruits,Online
922267,Central America and the Caribbean,Dominican Republic,Personal Care,Offline
922277,Asia,China,Cereal,Offline
922287,Asia,Mongolia,Beverages,Online
922297,Sub-Saharan Africa,Ethiopia,Baby Food,Offline
922307,Middle East and North Africa,Qatar,Baby Food,Online
922317,Asia,Bhutan,Fruits,Offline
922327,Sub-Saharan Africa,Malawi,Cereal,Online
922337,Central America and the Caribbean,Dominican Republic,Fruits,Offline
922347,Central America and the Caribbean,Dominican Republic,Meat,Online
922357,Europe,Andorra,Vegetables,Offline
922367,Europe,Iceland,Clothes,Online
922377,Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online
922387,Australia and Oceania,Fiji,Baby Food,Online
922397,Asia,Nepal,Beverages,Online
922407,Asia,North Korea,Clothes,Online
922417,Sub-Saharan Africa,Kenya,Fruits,Offline
922427,Europe,Sweden,Cosmetics,Online
922437,Sub-Saharan Africa,Cape Verde,Baby Food,Offline
922447,Asia,Maldives,Clothes,Online
922457,Central America and the Caribbean,Honduras,Meat,Offline
922467,North America,United States of America,Snacks,Online
922477,Europe,Estonia,Cereal,Online
922487,Sub-Saharan Africa,Chad,Personal Care,Offline
922497,Central America and the Caribbean,Nicaragua,Fruits,Online
922507,Europe,Czech Republic,Personal Care,Offline
922517,Europe,Albania,Cosmetics,Offline
922527,Middle East and North Africa,Israel,Baby Food,Offline
922537,Asia,North Korea,Cosmetics,Online
922547,Asia,Maldives,Vegetables,Offline
922557,Sub-Saharan Africa,Eritrea,Clothes,Online
922567,Sub-Saharan Africa,Guinea,Clothes,Offline
922577,Asia,Uzbekistan,Cosmetics,Online
922587,Asia,South Korea,Clothes,Online
922597,Asia,Bhutan,Clothes,Offline
922607,Sub-Saharan Africa,Comoros,Meat,Online
922617,Asia,Uzbekistan,Beverages,Offline
922627,Europe,Switzerland,Personal Care,Online
922637,Europe,Bulgaria,Beverages,Offline
922647,Middle East and North Africa,Syria,Cereal,Offline
922657,Europe,Bosnia and Herzegovina,Cereal,Online
922667,Sub-Saharan Africa,Cape Verde,Personal Care,Online
922677,Sub-Saharan Africa,Togo,Beverages,Offline
922687,Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online
922697,Sub-Saharan Africa,Sudan,Personal Care,Offline
922707,Sub-Saharan Africa,Senegal,Meat,Offline
922717,Asia,Indonesia,Meat,Online
922727,Asia,Turkmenistan,Household,Online
922737,Asia,Turkmenistan,Baby Food,Online
922747,Middle East and North Africa,Syria,Cosmetics,Online
922757,Australia and Oceania,New Zealand,Meat,Offline
922767,Australia and Oceania,Solomon Islands,Cosmetics,Offline
922777,Europe,Belarus,Fruits,Online
922787,Asia,Taiwan,Fruits,Offline
922797,Australia and Oceania,Australia,Personal Care,Offline
923404,Asia,Kazakhstan,Office Supplies,Offline
922814,Australia and Oceania,Papua New Guinea,Office Supplies,Online
922824,Europe,Serbia,Cosmetics,Online
922834,Sub-Saharan Africa,Sierra Leone,Baby Food,Online
922844,Australia and Oceania,Samoa ,Office Supplies,Offline
922854,Sub-Saharan Africa,Uganda,Clothes,Online
922864,Asia,Bangladesh,Cereal,Online
922874,Sub-Saharan Africa,Seychelles ,Cereal,Offline
922884,Europe,Finland,Vegetables,Online
922894,North America,Canada,Fruits,Offline
922904,Sub-Saharan Africa,Kenya,Clothes,Online
922914,Sub-Saharan Africa,Burundi,Personal Care,Online
922924,Asia,Nepal,Meat,Offline
922934,Asia,Singapore,Personal Care,Online
922944,Asia,Laos,Beverages,Offline
922954,Central America and the Caribbean,Costa Rica,Office Supplies,Online
922964,Europe,San Marino,Meat,Online
922974,Sub-Saharan Africa,South Africa,Office Supplies,Offline
922984,Asia,Sri Lanka,Office Supplies,Online
922994,Sub-Saharan Africa,Lesotho,Cereal,Online
923004,Sub-Saharan Africa,Ethiopia,Cereal,Offline
923014,Asia,Myanmar,Household,Online
923024,Middle East and North Africa,Bahrain,Beverages,Offline
923034,Central America and the Caribbean,Belize,Personal Care,Online
923044,Middle East and North Africa,Afghanistan,Cosmetics,Online
923054,Asia,Bangladesh,Baby Food,Offline
923064,Europe,San Marino,Cosmetics,Offline
923074,Middle East and North Africa,Iran,Office Supplies,Online
923084,Australia and Oceania,Kiribati,Vegetables,Offline
923094,Sub-Saharan Africa,Seychelles ,Cosmetics,Online
923104,Europe,Belgium,Baby Food,Online
923114,Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Offline
923124,Europe,Georgia,Office Supplies,Online
923134,Sub-Saharan Africa,Zimbabwe,Beverages,Online
923144,Sub-Saharan Africa,Sudan,Cereal,Online
923154,Sub-Saharan Africa,Rwanda,Household,Online
923164,Sub-Saharan Africa,Angola,Cosmetics,Online
923174,Europe,Macedonia,Baby Food,Online
923184,Europe,Russia,Cosmetics,Offline
923194,Europe,Luxembourg,Office Supplies,Offline
923204,Asia,Philippines,Vegetables,Online
923214,Central America and the Caribbean,Honduras,Fruits,Offline
923224,Europe,Cyprus,Cereal,Online
923234,Sub-Saharan Africa,Mali,Household,Offline
923244,Australia and Oceania,Australia,Household,Offline
923254,Sub-Saharan Africa,The Gambia,Fruits,Online
923264,Sub-Saharan Africa,Burkina Faso,Meat,Offline
923274,Middle East and North Africa,Yemen,Cosmetics,Offline
